,roll_bt,roll_bb,yaw_lt,yaw_lb,yaw_rt,yaw_rb
0,-106.78600361392132,109.48977381743876,35.62829018300186,1.4729154884146698,31.141844298515743,15.861323914835252
1,-91.85944838615217,122.09358575388946,32.96476972156201,-3.0814903443786226,18.923566684136304,21.374930284494347
2,-104.75028686679524,106.98342690358324,30.537632142403403,6.311818176026824,29.07999137394772,36.06950550185184
3,-88.97635124802669,119.82210147467632,32.59424833870705,-6.917458889487106,18.235420373826177,20.45613379768693
4,-102.43453022050318,104.82678088716064,31.188615849365696,6.920765258873087,28.172671098158716,2.8795656225744986
5,-86.96206006736823,116.594536135528,32.721893862580174,-3.799868544358005,9.24918940191995,18.30746876149281
6,-100.00735915415108,112.20983654495136,30.25484675230297,7.237067258750134,26.024974547255862,31.83708295249837
7,-83.2205430588998,116.07585562764464,33.02282284471929,-2.635350749296726,19.90069984055955,17.788860454238858
8,-97.23102665144428,103.0017633452183,30.181722425980208,1.5227548486962037,24.998880405454425,11.25401502333821
9,-110.44278250243494,113.6794190733341,33.19516567959476,-2.4518484771349,27.10064544497549,31.01035597106145
10,-94.75723558940786,127.7236192289016,31.448038190947305,17.923239864193455,24.87379275958492,9.591299120490358
11,-108.03402823003756,111.10411607169677,32.30689075642784,-2.6500549043274284,23.520717879384755,17.361558846958413
12,-91.97598873962336,121.16993715282908,30.816068503902127,-4.094049641782523,25.676203264387052,20.598848059226096
13,-105.5192921649633,108.87733699555,35.2790165612735,6.1013485988516125,26.145792716766262,33.46000111245046
14,-89.10644976674435,120.87483939719893,30.379372237408603,-10.265041884016338,24.35398094340645,20.421523928499187
15,-102.79371712467427,106.97644860488433,36.60745624164375,8.226200731411655,24.27163183277456,7.907462208623388
16,-86.52481815217322,117.19220325944984,30.43461905871313,-11.105100017693104,28.18728853513209,20.754058223729768
17,-100.17864659056336,105.95827604562648,35.9628110131965,9.088897665705726,25.003339341509797,30.74312697785969
18,-91.26413123756916,115.5168165641401,31.831167856915837,-7.594964675965615,28.25834071311061,18.430989483075987
19,-99.06755905876652,104.74226175208436,31.91133741614427,8.845024946163344,24.48797136453289,36.28530935025706
20,-98.50988977933606,113.51329582425718,31.86748569426858,-8.500619785572137,35.135769032564404,14.557221997430716
21,-98.5341485665418,111.185533287365,41.0714663927434,11.689089538973596,22.04990034393153,35.69818227277611
22,-100.68231076390072,114.18465378182864,31.67278861834332,-7.759905260221459,35.41334599343668,14.394403047831265
23,-98.22446596237594,96.78555125994518,37.77239426703664,11.89835044448637,18.63667598088152,34.42793548902526
24,-100.30991357756982,111.29451936157498,32.03333304154555,-7.234385297289558,33.2980574879701,13.863252394409098
25,-98.61995406172107,125.18371727862932,22.65826824877527,12.977414413183428,17.412635746059028,35.275123301231424
26,-98.15968613913908,108.59635471301726,30.430974621238427,-6.328002213398554,29.906895778306712,18.24154589895725
27,-99.30866208834358,122.98591112059366,37.80117114795576,11.998632621760482,15.154539057258855,35.63046961610215
28,-95.80916215478533,105.46059508685528,28.99849059243493,-2.362272061807029,28.34153583538812,15.358448726315473
29,-99.83664507119002,119.86325813128984,36.23123141873234,4.346515530613221,12.061845003110134,35.77213302971169
30,-93.70008834502907,102.72134044487936,26.95165156885601,-0.7436336637028662,25.416784366794,14.129911584245669
31,-100.50571610267946,117.0074565861299,34.71768008816708,-1.4679566929710892,21.787171759497937,30.69087935597541
32,-93.12004924091757,99.43625245401968,24.991162023240538,-1.1131820908241157,24.46450655180575,11.624290261524257
33,-99.75065656846704,113.92720011495562,33.25294791966412,3.8659048385921415,27.942210266977188,31.34199558523003
34,-93.03053502027288,121.95645170067684,17.76830007741808,-10.17292516286754,23.76275734608613,11.440760748765008
35,-99.24585122184874,112.20033956977518,31.30426933249115,8.332721507726983,27.5896718896626,30.92047022228776
36,-99.54539896007527,122.54592783362698,33.8487210168534,9.304241177551566,22.56869839222976,11.401607563142043
37,-98.92596614255665,110.37902049984643,32.53695499202043,5.608603502257878,27.10776878338388,28.31189118233983
38,-97.78146000981845,118.18180206209666,24.652260401382016,-10.95521378311011,20.446118777738032,9.380381014125266
39,-98.49597788054376,108.82199488307172,32.96055710515813,1.089079641814584,26.538333101550307,28.37773527301352
40,-96.49029059789702,118.26724514960792,26.545047270860305,8.027040863496822,17.653705516356204,6.816537942723902
41,-97.28554849656383,106.79133846471944,33.47139320103172,0.2012041703642163,25.057131238323407,27.703598617083927
42,-101.42700680025564,116.22361158557683,25.86649959015345,4.582678785752483,22.668403426511517,5.893251174472066
43,-96.07273589202012,106.58058304341604,34.199811780390895,1.1345505462053316,24.74350826268778,27.57459661759852
44,-102.94179500102202,115.07656037748885,26.51323125634853,2.849029580368169,26.06163953623767,5.757826092878124
45,-95.66950596786236,105.12367222151278,34.192717899133726,-1.352400631750536,24.574752292184247,27.71816397291692
46,-100.84776608511784,113.71839998347382,28.011545592845145,3.2279080965265528,25.77099192455456,6.454429529481117
47,-95.07808601523716,111.15579899080156,34.618000022082974,-2.742739204893391,24.06670611121595,28.206243493766998
48,-101.7268453523575,113.585645784697,28.20611287210297,1.93206320816278,25.69271655828328,8.216683041938802
49,-93.08574787250706,110.20554503371989,34.7246964054679,-4.956495950362784,23.40457299390666,29.009198576099003
50,-101.4485049812332,113.936979381844,29.05449594719325,2.312148442527732,25.218180336740783,7.757074456106167
51,-91.87285289718317,115.04526187464089,34.96790847689508,-9.005251788850707,23.72595822512508,29.630676212557542
52,-100.3971862483544,113.5448379172079,28.79217322855293,0.6552488299997195,25.006436589998387,7.827031010737399
53,-89.28207092508137,117.06289608148782,36.155575809203874,12.330579673544957,24.99522677522273,29.16025034993169
54,-99.40272915846676,113.02331375385698,28.945884130680437,2.0463786113905424,25.04460553259252,7.261434363600764
55,-83.25539360627762,115.63009515981403,36.25066703485364,-18.04708931568865,24.937505462162346,29.022873270561835
